dataset,model,accuracy,auc_ovo,gmean,cross_entropy,n_samples_train,n_samples_test,n_features,n_classes,tuning_time,training_time,prediction_time,total_time,gpu_enabled,hp_n_estimators,hp_max_depth,hp_learning_rate,hp_subsample,hp_colsample_bytree,hp_min_child_samples,hp_reg_alpha,hp_reg_lambda,hp_num_leaves,hp_device,hp_gpu_platform_id,hp_gpu_device_id
analcatdata_dmft,lightgbm,0.21608040201005024,0.5750249889163095,0.21039486009595476,1.5987359409070463,462,199,7,5,408.1311376094818,0.455782413482666,0.0009982585906982422,408.5879182815552,True,253,10,0.14159342634615826,0.8024088812764901,0.8520010704922623,58,0.6777725892832274,0.14304179373045994,150,gpu,0,0
