dataset,model,accuracy,auc_ovo,gmean,cross_entropy,n_samples_train,n_samples_test,n_features,n_classes,tuning_time,training_time,prediction_time,total_time,hp_n_estimators,hp_max_depth,hp_learning_rate,hp_subsample,hp_colsample_bytree,hp_min_child_samples,hp_reg_alpha,hp_reg_lambda,hp_num_leaves
MiceProtein,lightgbm,0.9722222222222222,0.9997125446962574,0.9716674434537087,0.08155979233395932,756,324,77,8,545.4768617153168,0.48171114921569824,0.010971307754516602,545.969544172287,97,8,0.28276434975717923,0.8509355440624858,0.9778992844449906,36,0.0021883502824614487,0.8175840609751288,109
