dataset,model,accuracy,auc_ovo,gmean,cross_entropy,n_samples_train,n_samples_test,n_features,n_classes,tuning_time,training_time,prediction_time,total_time,gpu_enabled,hp_n_estimators,hp_max_depth,hp_learning_rate,hp_subsample,hp_colsample_bytree,hp_min_child_samples,hp_reg_alpha,hp_reg_lambda,hp_num_leaves,hp_device,hp_gpu_platform_id,hp_gpu_device_id
banknote-authentication,lightgbm,1.0,1.0,1.0,0.008069983079868519,960,412,4,2,250.72861623764038,0.3400905132293701,0.001994609832763672,251.07070136070251,True,321,3,0.17319046857618348,0.8456204415783107,0.8450203809205367,66,0.3035240064554924,0.690434091347135,42,gpu,0,0
