dataset,model,accuracy,auc_ovo,gmean,cross_entropy,n_samples_train,n_samples_test,n_features,n_classes,tuning_time,training_time,prediction_time,total_time,hp_n_estimators,hp_max_depth,hp_learning_rate,hp_subsample,hp_colsample_bytree,hp_min_child_samples,hp_reg_alpha,hp_reg_lambda,hp_num_leaves
vehicle,lightgbm,0.7165354330708661,0.9159052432610125,0.6816458129564863,0.6691632392880963,592,254,18,4,157.9177167415619,0.30717921257019043,0.012966156005859375,158.23786211013794,308,8,0.07630380818877312,0.6532649032666076,0.8699413223080217,42,0.21566918047173728,0.30707547049597517,149
