dataset,model,accuracy,auc_ovo,gmean,cross_entropy,n_samples_train,n_samples_test,n_features,n_classes,tuning_time,training_time,prediction_time,total_time,hp_n_estimators,hp_max_depth,hp_learning_rate,hp_subsample,hp_colsample_bytree,hp_min_child_samples,hp_reg_alpha,hp_reg_lambda,hp_num_leaves
pc1,lightgbm,0.9159159159159159,0.8799438990182329,0.356467002263414,0.19222297962479754,776,333,21,2,43.97241544723511,0.06482601165771484,0.0049877166748046875,44.04222917556763,217,5,0.16379041400302136,0.6736423440345215,0.6737437338433164,100,0.4967937513161497,0.7410477608946282,150
