dataset,model,accuracy,auc_ovo,gmean,cross_entropy,n_samples_train,n_samples_test,n_features,n_classes,tuning_time,training_time,prediction_time,total_time,gpu_enabled,hp_n_estimators,hp_max_depth,hp_learning_rate,hp_subsample,hp_colsample_bytree,hp_min_child_samples,hp_reg_alpha,hp_reg_lambda,hp_num_leaves,hp_device,hp_gpu_platform_id,hp_gpu_device_id
analcatdata_authorship,lightgbm,0.9802371541501976,0.9989591444547613,0.9592383226471312,0.056320797561409786,588,253,70,4,562.5403542518616,0.9335033893585205,0.0019953250885009766,563.4758529663086,True,226,5,0.11936989683371775,0.7754288978718498,0.6238711586438274,43,0.7379954057320357,0.18249173045349998,42,gpu,0,0
