dataset,model,accuracy,auc_ovo,gmean,cross_entropy,n_samples_train,n_samples_test,n_features,n_classes,tuning_time,training_time,prediction_time,total_time,gpu_enabled,hp_n_estimators,hp_max_depth,hp_learning_rate,hp_subsample,hp_colsample_bytree,hp_min_child_samples,hp_reg_alpha,hp_reg_lambda,hp_num_leaves,hp_device,hp_gpu_platform_id,hp_gpu_device_id
dresses-sales,lightgbm,0.6066666666666667,0.6446816274402482,0.5614899250748772,0.6674700360947001,350,150,141,2,123.13848161697388,0.28025007247924805,0.0009975433349609375,123.41972923278809,True,344,9,0.2512522132391554,0.6477901301524018,0.9833846052525101,5,0.6965700335049146,0.44644408669584845,112,gpu,0,0
