dataset,model,accuracy,auc_ovo,gmean,cross_entropy,n_samples_train,n_samples_test,n_features,n_classes,tuning_time,training_time,prediction_time,total_time,hp_n_estimators,hp_max_depth,hp_learning_rate,hp_subsample,hp_colsample_bytree,hp_min_child_weight,hp_gamma,hp_reg_alpha,hp_reg_lambda
credit-g,xgboost,0.76,0.7615343915343915,0.6655546280831972,0.6157245458916184,700,300,61,2,69.74474859237671,0.11220574378967285,0.0019960403442382812,69.85895037651062,277,9,0.29997083144270903,0.7681386080302257,0.9931777794035395,2,0.2793234592149947,0.08310903482275904,0.9551187444896172
