dataset,model,accuracy,auc_ovo,gmean,cross_entropy,n_samples_train,n_samples_test,n_features,n_classes,tuning_time,training_time,prediction_time,total_time,hp_n_estimators,hp_max_depth,hp_learning_rate,hp_subsample,hp_colsample_bytree,hp_min_child_weight,hp_gamma,hp_reg_alpha,hp_reg_lambda
dresses-sales,xgboost,0.5333333333333333,0.5557380040138661,0.4951875684721383,0.7908876930160178,350,150,141,2,80.0001220703125,0.23886775970458984,0.002993345260620117,80.24198317527771,426,6,0.1728345147055346,0.7883720833859412,0.6844304607557313,9,0.2784358488819264,0.06494925649135308,0.4770900280289189
