dataset,model,accuracy,auc_ovo,gmean,cross_entropy,n_samples_train,n_samples_test,n_features,n_classes,tuning_time,training_time,prediction_time,total_time,hp_n_estimators,hp_max_depth,hp_learning_rate,hp_subsample,hp_colsample_bytree,hp_min_child_weight,hp_gamma,hp_reg_alpha,hp_reg_lambda
climate-model-simulation-crashes,xgboost,0.9259259259259259,0.8841698841698841,0.5308985607941331,0.22960530657964792,378,162,18,2,42.25515627861023,0.09574508666992188,0.000997304916381836,42.35189867019653,237,6,0.18164961606814284,0.8492542434399222,0.8748678863024915,2,0.33854479550726924,0.5840691672406809,0.5665262111765715
