dataset,model,accuracy,auc_ovo,gmean,cross_entropy,n_samples_train,n_samples_test,n_features,n_classes,tuning_time,training_time,prediction_time,total_time,hp_n_estimators,hp_max_depth,hp_learning_rate,hp_subsample,hp_colsample_bytree,hp_min_child_weight,hp_gamma,hp_reg_alpha,hp_reg_lambda
breast-w,xgboost,0.9380952380952381,0.9792169887278582,0.936274695780107,0.16060105167570832,489,210,9,2,54.32794690132141,0.09225916862487793,0.001995086669921875,54.42220115661621,364,5,0.021631523301351215,0.8205259076331565,0.8877875879142252,5,0.49038209919230774,0.6848297385848633,0.48093190148436094
