dataset,model,accuracy,auc_ovo,gmean,cross_entropy,n_samples_train,n_samples_test,n_features,n_classes,tuning_time,training_time,prediction_time,total_time,hp_n_estimators,hp_max_depth,hp_learning_rate,hp_subsample,hp_colsample_bytree,hp_min_child_weight,hp_gamma,hp_reg_alpha,hp_reg_lambda
wdbc,xgboost,0.9590643274853801,0.9884637850467288,0.9609793485872706,0.12151268751802854,398,171,30,2,61.60329580307007,0.14860057830810547,0.000997781753540039,61.752894163131714,471,9,0.05897872399891123,0.9957467159684831,0.9628347830303606,3,0.2814739603702135,0.11252719571837119,0.7843700754350666
