dataset,model,accuracy,auc_ovo,gmean,cross_entropy,n_samples_train,n_samples_test,n_features,n_classes,tuning_time,training_time,prediction_time,total_time,hp_n_estimators,hp_max_depth,hp_learning_rate,hp_subsample,hp_colsample_bytree,hp_min_child_weight,hp_gamma,hp_reg_alpha,hp_reg_lambda
pc3,xgboost,0.8784648187633263,0.7982977038796516,0.3999208155985511,0.34429221521702624,1094,469,37,2,91.50733160972595,0.37699222564697266,0.0039899349212646484,91.88831377029419,369,4,0.23939751173397275,0.6320268731470918,0.901729015884233,3,0.4710841004887558,0.5764417345041268,0.26965366270198476
