dataset,model,accuracy,auc_ovo,gmean,cross_entropy,n_samples_train,n_samples_test,n_features,n_classes,tuning_time,training_time,prediction_time,total_time,hp_n_estimators,hp_max_depth,hp_learning_rate,hp_subsample,hp_colsample_bytree,hp_min_child_weight,hp_gamma,hp_reg_alpha,hp_reg_lambda
cnae-9,xgboost,0.9320987654320988,0.9956597222222222,0.9310825820248105,0.2598195739390966,756,324,856,9,665.7969181537628,0.5066449642181396,0.013602256774902344,666.3171653747559,50,9,0.15152203000979778,0.698770920428457,0.6179325187756703,1,0.16218228643674093,0.0066559109301861374,0.7751686397943589
