dataset,model,accuracy,auc_ovo,gmean,cross_entropy,n_samples_train,n_samples_test,n_features,n_classes,tuning_time,training_time,prediction_time,total_time,hp_n_estimators,hp_max_depth,hp_learning_rate,hp_subsample,hp_colsample_bytree,hp_min_child_samples,hp_reg_alpha,hp_reg_lambda,hp_num_leaves
steel-plates-fault,lightgbm,0.7821612349914236,0.9620039291616564,0.7962225004156548,0.6537659743116171,1358,583,27,7,380.4137473106384,1.0970659255981445,0.056847572326660156,381.56766080856323,463,8,0.06628257560227281,0.9174333309255558,0.9908054636863404,69,0.2622483676120474,0.012283918831203389,108
