dataset,model,accuracy,auc_ovo,gmean,cross_entropy,n_samples_train,n_samples_test,n_features,n_classes,tuning_time,training_time,prediction_time,total_time,hp_n_estimators,hp_max_depth,hp_learning_rate,hp_subsample,hp_colsample_bytree,hp_min_child_samples,hp_reg_alpha,hp_reg_lambda,hp_num_leaves
pc3,lightgbm,0.8827292110874201,0.8099762470308789,0.42470473185927415,0.3845505664904576,1094,469,37,2,81.69653844833374,0.2373652458190918,0.011967658996582031,81.94587135314941,467,9,0.13901664240635617,0.6923132430274409,0.9816070714381698,81,0.18172552712368245,0.8915532940040232,124
