dataset,model,accuracy,auc_ovo,gmean,cross_entropy,n_samples_train,n_samples_test,n_features,n_classes,tuning_time,training_time,prediction_time,total_time,gpu_enabled,hp_n_estimators,hp_max_depth,hp_learning_rate,hp_subsample,hp_colsample_bytree,hp_min_child_samples,hp_reg_alpha,hp_reg_lambda,hp_num_leaves,hp_device,hp_gpu_platform_id,hp_gpu_device_id
credit-approval,lightgbm,0.8743961352657005,0.9222117202268432,0.8727116986065262,0.3690508405688143,483,207,46,2,145.53634190559387,0.289226770401001,0.0009968280792236328,145.8265655040741,True,423,4,0.20449261481946476,0.7544634938472712,0.6772811157089731,72,0.2289819763734109,0.0018730592122097045,148,gpu,0,0
