dataset,model,accuracy,auc_ovo,gmean,cross_entropy,n_samples_train,n_samples_test,n_features,n_classes,tuning_time,training_time,prediction_time,total_time,hp_n_estimators,hp_max_depth,hp_learning_rate,hp_subsample,hp_colsample_bytree,hp_min_child_samples,hp_reg_alpha,hp_reg_lambda,hp_num_leaves
semeion,lightgbm,0.9121338912133892,0.994804587713206,0.9099695813710885,0.2900328003145334,1115,478,256,10,706.2938280105591,1.6166751384735107,0.061835527420043945,707.9723386764526,457,3,0.031531520139092294,0.935772624306638,0.9623556764989907,89,0.10202134684529918,0.9117072561328516,53
