dataset,model,accuracy,auc_ovo,gmean,cross_entropy,n_samples_train,n_samples_test,n_features,n_classes,tuning_time,training_time,prediction_time,total_time,gpu_enabled,hp_n_estimators,hp_max_depth,hp_learning_rate,hp_subsample,hp_colsample_bytree,hp_min_child_samples,hp_reg_alpha,hp_reg_lambda,hp_num_leaves,hp_device,hp_gpu_platform_id,hp_gpu_device_id
ilpd,lightgbm,0.7085714285714285,0.70856,0.3085449724108303,0.5286022363173675,408,175,11,2,148.5322515964508,0.2293868064880371,0.0009965896606445312,148.7626349925995,True,318,6,0.13153004760300926,0.791554065312618,0.9390941438027377,28,0.525789395844247,0.14651970330328168,73,gpu,0,0
