dataset,model,accuracy,auc_ovo,gmean,cross_entropy,n_samples_train,n_samples_test,n_features,n_classes,tuning_time,training_time,prediction_time,total_time,gpu_enabled,hp_iterations,hp_depth,hp_learning_rate,hp_l2_leaf_reg,hp_bagging_temperature,hp_min_data_in_leaf,hp_task_type,hp_devices
vehicle,catboost,0.7283464566929134,0.9250202375082184,0.6961432213383857,0.5413860347114556,592,254,18,4,1381.8548276424408,2.5784192085266113,0.0009987354278564453,1384.4342455863953,True,357,5,0.17890456326239265,6.545107207808757,0.9008216684310931,34,GPU,0
