dataset,model,accuracy,auc_ovo,gmean,cross_entropy,n_samples_train,n_samples_test,n_features,n_classes,tuning_time,training_time,prediction_time,total_time,gpu_enabled,hp_iterations,hp_depth,hp_learning_rate,hp_l2_leaf_reg,hp_bagging_temperature,hp_min_data_in_leaf,hp_task_type,hp_devices,hp_boosting_type
cnae-9,catboost,0.9382716049382716,0.9965920781893003,0.9371897869585591,0.2906141217888142,756,324,856,9,1080.0700075626373,1.525050163269043,0.0029897689819335938,1081.5980474948883,True,89,6,0.2734435689158948,1.0003475480920438,0.017547791934038645,5,GPU,0,Plain
