dataset,model,accuracy,auc_ovo,gmean,cross_entropy,n_samples_train,n_samples_test,n_features,n_classes,tuning_time,training_time,prediction_time,total_time,gpu_enabled,hp_iterations,hp_depth,hp_learning_rate,hp_l2_leaf_reg,hp_bagging_temperature,hp_min_data_in_leaf,hp_task_type,hp_devices
banknote-authentication,catboost,0.9975728155339806,0.9999522752762068,0.9972640167606986,0.009122566793412466,960,412,4,2,1328.1608011722565,4.393395185470581,0.0009684562683105469,1332.5551648139954,True,414,8,0.23844861963607764,1.9292208459463318,0.3334255467623599,19,GPU,0
