dataset,model,accuracy,auc_ovo,gmean,cross_entropy,n_samples_train,n_samples_test,n_features,n_classes,tuning_time,training_time,prediction_time,total_time,gpu_enabled,hp_iterations,hp_depth,hp_learning_rate,hp_l2_leaf_reg,hp_bagging_temperature,hp_min_data_in_leaf,hp_task_type,hp_devices,hp_boosting_type
dresses-sales,catboost,0.5666666666666667,0.5749863163656268,0.47832035992773836,0.6724233371676693,350,150,141,2,510.1069495677948,0.8650288581848145,0.007010936737060547,510.9789893627167,True,298,6,0.10732115041175552,1.3288670464687802,0.015325290080303866,30,GPU,0,Plain
