dataset,model,accuracy,auc_ovo,gmean,cross_entropy,n_samples_train,n_samples_test,n_features,n_classes,tuning_time,training_time,prediction_time,total_time,hp_d,hp_d_hidden_factor,hp_n_layers,hp_hidden_dropout,hp_residual_dropout,hp_learning_rate,hp_batch_size,hp_epochs
breast-w,resnet,0.9333333333333333,0.9836956521739131,0.9326666873853993,0.31932100274507674,489,210,9,2,713.480147600174,1.936967372894287,0.0010304450988769531,715.4181454181671,64,2.395402113706958,4,0.39090868317026173,0.1488236073281246,1.001781929603626e-05,128,170
