dataset,model,accuracy,auc_ovo,gmean,cross_entropy,n_samples_train,n_samples_test,n_features,n_classes,tuning_time,training_time,prediction_time,total_time,gpu_enabled,hp_iterations,hp_depth,hp_learning_rate,hp_l2_leaf_reg,hp_bagging_temperature,hp_min_data_in_leaf,hp_task_type,hp_devices,hp_boosting_type
mfeat-factors,catboost,0.9616666666666667,0.9984074074074073,0.961200143349567,0.14555466313065396,1400,600,216,10,1293.0913090705872,2.380324602127075,0.0019943714141845703,1295.4736280441284,True,191,5,0.12881105803931553,1.0016137110160783,0.5071849023974168,7,GPU,0,Plain
