dataset,model,accuracy,auc_ovo,gmean,cross_entropy,n_samples_train,n_samples_test,n_features,n_classes,tuning_time,training_time,prediction_time,total_time,gpu_enabled,hp_iterations,hp_depth,hp_learning_rate,hp_l2_leaf_reg,hp_bagging_temperature,hp_min_data_in_leaf,hp_task_type,hp_devices
tic-tac-toe,catboost,0.9826388888888888,0.9998936170212765,0.9746794344808963,0.0566307325426092,670,288,27,2,2491.945123195648,9.417472839355469,0.003989696502685547,2501.3665857315063,True,481,10,0.09129828948151858,4.6857114825736765,0.9869681814124713,41,GPU,0
